ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
1489,4,4,4,7,4,5,7,4,5,7,4,4,6,4,4,4,4,4
1490,6,4,5,5,4,1,4,4,1,1,4,1,7,6,7,6,5,4
1491,5,6,6,1,4,6,4,4,4,7,5,4,6,6,4,4,4,4
1493,7,2,1,1,4,5,7,6,7,1,4,5,7,7,7,7,7,7
1494,7,3,4,4,4,4,1,2,1,4,3,2,7,6,6,4,5,4
1495,4,1,1,4,4,4,6,5,4,6,6,4,7,6,7,3,3,1
1496,7,3,6,5,3,5,7,7,5,7,5,3,2,4,4,4,4,4
1497,2,4,3,5,4,4,6,2,4,2,4,4,5,3,4,3,4,5
1498,3,7,1,5,4,7,1,4,4,1,4,1,5,4,6,4,4,6
1499,3,6,1,7,2,2,6,4,2,4,4,3,5,5,5,4,4,4
1500,2,5,1,6,6,4,7,5,3,4,4,3,7,5,6,2,6,5
1501,5,4,3,4,4,4,2,4,2,1,2,1,6,5,5,6,5,2
1502,6,5,5,3,3,2,7,5,2,2,4,5,6,6,5,2,2,2
1503,3,5,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1504,4,4,4,3,3,5,3,3,3,3,2,2,5,5,5,4,4,4
1505,6,4,5,6,3,7,6,4,1,5,3,2,5,4,4,4,3,4
1506,7,5,4,4,4,4,4,5,3,4,4,3,7,7,7,4,4,4
1507,6,5,2,5,3,4,6,3,5,6,4,3,7,5,5,6,6,5
1508,7,4,2,7,4,4,2,4,1,1,2,1,4,4,6,6,5,2
1509,7,4,1,4,4,4,4,4,1,4,4,1,6,4,1,4,4,1
1510,6,6,6,7,4,5,6,5,3,4,3,5,6,3,5,4,4,4
1511,6,5,4,4,4,3,4,3,2,6,3,4,7,5,6,4,4,4
1513,4,7,7,4,3,6,7,4,4,7,4,5,7,6,6,7,6,7
1514,4,5,6,7,4,5,4,5,6,1,4,1,1,4,5,5,4,5
1515,5,5,5,6,3,4,5,4,6,3,4,3,6,6,6,5,4,5
1516,1,5,1,7,2,4,7,2,4,4,2,1,7,3,5,7,3,6
1517,7,6,5,7,1,6,7,1,4,7,6,1,4,7,7,7,6,7
1518,2,4,1,5,5,3,4,5,5,5,3,3,7,5,5,2,4,3
1519,6,4,5,6,2,4,4,4,4,3,3,3,6,5,5,4,4,4
1520,6,6,4,3,4,3,2,4,4,4,3,3,7,5,5,2,4,4
1521,6,7,2,3,7,5,2,4,5,6,4,4,7,6,5,3,4,1
1522,1,2,2,7,4,6,7,1,1,7,1,1,5,5,5,4,4,4
1523,3,5,3,3,2,1,6,5,5,5,2,5,5,4,5,2,3,1
1524,5,5,3,6,2,3,6,5,4,5,3,2,2,4,4,3,4,2
1525,7,7,6,4,5,6,4,5,5,6,4,5,6,4,5,4,4,5
1526,4,7,3,2,5,1,3,6,5,7,6,3,7,7,7,4,5,5
1527,3,6,1,6,5,5,4,4,5,4,4,4,6,4,4,4,4,4
1528,7,5,6,2,3,4,3,2,1,5,4,3,7,2,6,7,4,1
1529,5,3,5,6,4,6,5,4,6,3,5,4,7,6,3,4,4,5
1530,7,6,5,3,1,4,5,3,1,5,4,3,5,5,7,3,4,2
1531,7,7,1,4,6,1,7,6,1,1,5,1,7,7,1,4,5,1
1532,1,1,1,4,2,4,2,2,2,2,3,3,1,1,2,4,3,3
1533,6,5,6,6,2,4,5,5,2,3,5,2,7,6,3,7,5,3
1534,1,7,4,5,4,4,4,2,1,2,4,1,7,4,4,7,4,5
1535,5,4,4,2,4,3,5,4,4,4,4,3,5,5,5,4,4,4
1536,7,4,2,7,2,4,6,2,3,7,4,4,7,5,5,4,4,2
1538,2,3,2,4,4,4,4,1,1,3,1,1,6,4,6,1,1,1
1539,4,5,4,5,4,4,5,5,5,4,4,3,5,5,5,5,5,5
1540,6,7,7,7,7,3,3,5,7,6,6,1,2,2,7,4,7,6
1541,6,7,7,7,6,7,5,5,3,7,4,4,4,6,6,5,5,6
1542,4,4,4,4,4,4,7,7,5,6,2,7,7,7,6,2,1,1
1543,7,7,7,7,6,7,7,7,7,7,7,7,7,5,5,5,6,7
1544,5,4,6,7,1,1,3,3,4,3,4,4,3,6,6,4,4,4
1545,2,3,5,5,3,6,4,3,3,4,2,2,4,3,5,4,4,5
1546,2,4,1,1,4,2,7,4,5,1,4,4,4,4,6,4,4,4
1547,1,4,3,1,1,1,1,7,1,1,1,1,7,1,1,4,4,1
1548,4,4,3,3,4,1,2,6,4,4,4,5,6,5,5,4,4,1
1549,1,1,3,4,1,1,4,4,4,2,4,4,3,4,4,4,4,4
1550,5,5,4,3,1,2,4,3,4,5,4,5,4,3,4,3,3,3
1551,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1552,1,6,4,2,6,6,3,5,5,2,5,7,2,6,7,6,4,6
1553,7,4,1,7,5,4,7,5,5,7,5,5,7,5,5,5,5,2
1554,4,5,3,3,3,2,4,4,3,3,3,2,5,3,6,5,4,3
1555,4,6,1,5,5,5,4,2,2,3,2,2,5,5,4,4,4,4
1556,7,5,6,1,4,1,7,6,6,4,4,4,7,6,6,1,4,4
1557,7,4,7,5,5,5,5,5,5,4,4,3,5,5,5,7,4,2
1558,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
1559,4,4,1,7,2,6,6,4,5,5,4,4,4,5,2,4,4,1
1560,5,5,5,1,1,1,3,3,3,1,1,1,4,3,3,4,4,4
1561,7,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1562,5,2,2,3,2,4,5,2,2,5,2,4,6,3,3,5,2,1
1563,6,2,3,5,3,5,6,4,4,5,3,5,6,5,4,6,5,4
1564,5,5,6,7,2,7,6,4,3,4,4,3,5,5,5,4,4,4
1565,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4
1566,6,3,2,3,5,4,6,3,4,4,3,5,6,3,1,4,5,4
1567,4,2,6,5,5,6,5,2,6,4,4,3,6,3,5,6,1,5
1568,1,7,7,1,4,1,4,2,4,4,4,1,4,4,4,1,4,1
1569,6,6,6,2,1,2,6,2,6,6,6,7,6,5,6,2,4,2
1570,4,3,4,4,3,5,4,3,4,4,4,3,3,5,4,4,4,4
1571,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,3,2
1572,4,5,2,4,4,3,2,6,5,6,6,6,7,7,7,2,4,4
1573,6,4,1,4,4,4,3,4,2,4,4,1,5,4,4,2,4,2
1574,7,4,6,7,3,1,7,4,1,4,4,4,3,6,6,4,3,4
1575,3,5,2,7,5,5,5,4,4,5,6,6,7,7,7,6,3,4
1577,3,7,4,7,4,4,7,4,1,7,4,1,7,5,4,4,4,1
1578,3,4,1,5,3,2,3,3,1,4,4,3,7,7,2,4,4,4
1579,2,6,4,6,3,4,7,3,7,1,2,1,7,7,7,7,5,5
1580,4,6,6,6,3,5,6,6,6,2,3,1,4,4,4,4,4,2
1581,6,2,5,5,6,4,2,2,3,3,3,2,6,5,6,4,4,5
1582,4,7,1,2,1,5,5,4,4,4,4,4,7,7,7,7,7,7
1583,3,6,2,7,6,6,6,6,5,5,4,5,6,6,6,4,4,4
1584,3,3,2,6,3,6,3,4,3,2,3,3,5,5,5,4,4,2
1585,5,3,4,4,6,5,2,5,3,2,5,2,5,6,5,3,5,5
1586,6,6,5,5,4,6,7,4,6,5,3,5,4,4,6,4,6,2
1587,5,6,2,1,3,2,2,4,6,5,4,4,6,6,6,4,4,4
1588,4,5,1,4,1,4,4,2,1,6,5,5,5,5,7,4,4,6
1589,6,6,4,7,1,4,6,5,5,5,4,4,4,4,3,6,5,3
1590,7,7,2,1,4,6,6,7,3,4,5,2,5,6,3,6,6,2
1591,4,4,5,2,4,2,6,4,5,7,1,2,2,3,6,6,3,2
1593,6,5,7,4,4,5,5,3,5,3,5,5,7,7,7,6,4,5
1594,6,7,6,4,4,4,5,4,4,2,6,3,5,5,5,7,7,7
1595,6,4,5,2,2,1,7,4,5,1,4,4,7,6,5,3,4,5
1596,7,3,7,7,3,7,6,5,6,5,4,5,7,4,7,5,5,5
1597,5,7,4,6,4,6,4,4,4,1,7,6,5,4,6,1,3,5
1598,3,3,2,6,2,2,4,3,4,5,5,3,5,5,5,4,4,4
1599,6,5,1,2,4,1,2,4,2,2,4,2,7,6,5,1,4,3
1600,3,4,3,6,4,5,5,5,6,3,3,4,6,5,6,6,4,5
1601,5,7,1,5,4,3,5,4,4,7,7,1,7,7,7,4,4,4
1602,1,4,5,4,5,6,7,6,4,4,4,3,5,5,5,4,4,4
1603,6,4,3,5,3,5,6,5,5,4,4,3,6,4,5,4,4,4
1604,2,7,6,1,6,5,4,5,6,7,4,6,6,6,4,6,5,4
1605,4,7,5,7,2,7,4,2,4,4,2,6,4,5,7,4,6,7
1606,4,4,4,6,4,4,3,3,1,6,5,5,4,7,5,4,4,4
1607,7,7,3,4,4,4,4,5,1,4,2,1,7,5,6,4,2,2
1609,7,4,4,3,4,7,5,6,6,4,4,5,6,5,4,4,4,4
1610,5,5,6,2,3,4,6,4,4,4,4,3,5,5,5,4,4,4
1611,4,6,6,7,3,6,7,7,7,7,7,4,5,7,7,4,6,2
1612,2,6,2,2,2,2,6,5,1,5,2,3,7,7,7,2,3,1
1613,5,5,6,6,3,4,6,3,6,3,2,2,7,4,6,4,2,4
1614,4,2,2,6,2,5,7,4,6,6,3,1,7,5,6,6,2,4
1615,2,6,4,7,3,3,5,4,1,7,3,1,3,4,3,5,4,4
1616,7,2,5,7,4,5,1,4,4,4,4,4,5,4,2,4,4,2
1617,2,6,5,7,7,7,1,6,5,1,2,3,4,6,5,4,5,5
1618,5,3,3,2,3,4,6,2,3,7,4,4,3,2,3,5,2,3
1619,3,3,3,6,3,4,7,7,4,1,3,4,7,3,3,7,3,3
1620,4,3,3,1,4,2,7,2,5,4,3,6,5,3,5,3,4,3
1621,5,3,4,4,3,5,3,4,3,3,4,3,4,5,3,3,5,3
1622,7,4,3,4,4,7,4,2,1,1,3,2,7,7,4,1,4,1
1623,4,4,7,5,5,7,5,5,7,3,3,1,4,5,7,4,2,2
1624,4,3,4,5,3,3,4,4,4,4,4,3,3,4,3,5,3,6
1625,4,3,2,6,4,6,6,3,5,4,2,2,2,4,2,5,4,2
1626,4,4,5,7,5,5,5,6,6,4,2,2,7,6,7,6,4,5
1627,4,2,1,3,3,3,5,5,1,5,3,1,7,6,5,4,4,4
1628,4,5,4,5,3,6,6,5,3,2,2,6,6,4,4,5,3,5
1630,1,2,4,5,4,3,6,4,5,4,4,4,1,1,1,3,4,3
1631,5,3,5,1,3,2,7,3,2,2,4,1,5,4,3,1,1,1
1632,4,7,3,6,4,7,4,3,4,4,4,4,7,7,7,7,7,7
1633,4,7,7,4,2,3,2,2,4,1,1,2,2,5,5,4,4,4
1634,5,7,1,4,2,5,7,5,5,7,3,5,7,7,7,7,6,5
1635,6,4,1,6,4,5,4,4,3,2,4,2,6,5,6,4,4,2
1636,2,6,1,4,3,2,2,4,4,4,2,3,6,6,5,3,4,2
1637,5,5,5,2,6,5,4,5,2,7,6,5,5,5,6,5,6,6
1638,5,5,3,7,2,1,1,1,2,5,4,4,6,6,6,2,2,2
1639,4,5,3,2,2,3,5,4,3,1,1,1,7,6,3,2,4,4
1640,5,5,3,3,5,4,5,6,6,4,5,6,4,5,5,5,6,5
1641,7,4,6,7,4,6,5,4,6,4,6,6,6,6,6,4,4,6
1642,4,4,4,4,4,4,6,5,6,4,4,5,5,5,6,4,4,4
1643,5,6,4,6,5,6,5,3,6,6,6,7,7,3,5,4,7,6
1644,3,6,6,6,5,7,6,6,1,5,4,2,4,4,6,6,4,1
1645,3,4,4,2,4,4,3,3,5,3,4,2,6,5,5,4,4,4
1647,5,7,1,1,4,1,7,1,1,4,4,4,1,7,4,7,1,4
1648,7,4,6,4,4,2,1,5,1,7,4,1,7,7,7,1,1,1
1649,4,5,3,5,5,5,4,6,6,3,6,5,7,4,6,4,5,6
1650,4,2,7,1,1,1,2,3,1,4,3,6,6,6,7,4,2,4
1651,4,2,4,1,4,3,1,4,1,1,1,7,6,1,2,7,1,3
1652,3,6,3,2,3,2,5,5,5,4,4,2,6,5,5,6,6,5
1654,6,4,5,7,7,4,7,3,7,7,7,7,5,3,7,4,4,4
1655,3,4,5,4,4,4,4,4,4,4,4,4,5,6,5,4,4,4
1656,5,1,5,4,4,4,4,4,1,1,4,1,7,5,5,4,4,4
1657,6,4,5,2,5,4,6,4,6,3,6,6,5,6,6,4,7,4
1658,7,4,5,7,4,5,7,6,5,7,6,6,6,4,4,3,3,1
1659,6,7,5,6,6,5,2,7,7,2,6,3,2,5,4,6,4,2
1660,5,2,5,5,2,1,2,3,4,3,3,2,7,4,5,4,4,1
1661,5,5,5,4,5,5,5,3,3,4,3,2,6,5,6,4,4,4
1662,7,4,7,2,7,5,7,7,5,7,5,4,7,7,7,7,5,5
1663,7,3,1,4,5,1,7,5,6,7,6,5,7,4,1,1,4,1
1664,5,7,7,4,6,2,6,4,5,2,2,3,6,6,7,4,4,4
1665,4,6,2,3,5,2,3,3,5,4,3,3,3,5,5,4,3,2
1666,4,4,2,3,3,2,3,4,2,4,3,4,5,4,5,4,4,2
1667,4,4,4,6,3,4,6,6,4,7,5,2,4,4,6,3,3,3
1668,4,2,4,2,1,3,3,3,5,2,1,3,7,2,5,3,4,6
1669,5,2,1,7,4,2,6,1,2,3,2,1,4,5,6,4,4,2
1670,5,4,6,4,4,3,4,4,4,3,5,4,6,5,5,5,5,5
1671,6,7,5,7,7,7,6,6,7,7,7,7,7,7,7,6,6,7
1672,5,2,1,1,1,1,4,1,1,1,2,1,6,3,6,1,3,1
1673,5,6,4,1,6,4,2,3,4,4,5,2,2,6,5,1,7,6
1674,4,6,1,6,3,3,3,6,4,4,5,3,5,4,3,2,6,4
1675,3,5,1,2,1,1,4,4,4,6,3,1,6,6,6,6,5,3
1676,7,6,5,4,2,2,6,2,5,4,2,3,7,7,7,4,2,1
1677,4,4,6,4,4,3,4,3,2,4,3,3,5,5,5,4,4,4
1678,4,4,6,5,4,5,7,5,5,1,4,5,7,4,1,4,4,4
1679,5,6,7,5,5,6,5,6,7,4,4,5,6,6,6,5,5,6
1680,6,4,6,7,6,6,5,4,5,4,4,3,6,6,7,4,2,3
1681,3,4,2,2,2,6,7,5,1,1,3,2,1,6,6,2,5,5
1682,6,3,4,7,7,7,1,3,1,2,2,2,7,7,7,4,4,4
1683,5,2,6,4,3,2,2,2,5,2,6,6,6,4,6,4,4,2
1684,5,3,5,2,5,6,5,6,7,4,6,7,6,6,5,4,6,5
1685,7,3,7,6,3,6,5,4,4,2,4,2,6,3,4,5,3,2
1686,5,2,5,4,3,5,2,6,4,3,4,5,6,6,5,6,5,6
1687,4,4,2,3,4,4,6,3,4,2,4,2,7,3,4,2,3,2
1688,6,2,4,6,4,5,4,4,4,5,4,4,6,3,6,4,4,4
1689,5,4,6,6,2,2,1,5,1,5,6,6,6,6,6,4,4,6
1690,2,4,2,2,3,7,4,2,1,7,7,7,6,5,6,7,7,7
1691,3,7,7,7,7,5,7,7,6,4,3,3,7,7,7,5,7,7
1692,6,3,5,2,6,5,5,3,5,4,4,6,6,5,5,4,4,4
1693,2,2,2,4,2,2,6,4,3,2,2,1,7,4,4,3,4,1
1694,2,4,4,7,5,5,7,3,4,7,4,4,4,4,4,6,6,6
1695,5,2,5,6,3,1,6,3,5,2,2,3,7,1,7,4,4,4
1696,5,4,4,2,4,3,6,3,5,5,5,5,5,5,5,5,5,5
1697,4,4,6,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1,4,3,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4
2,3,3,2,2,2,2,5,4,3,2,5,2,3,4,3,4,3,3
4,5,4,2,3,4,5,5,3,2,7,6,5,5,6,6,4,4,3
5,3,3,1,4,4,2,5,4,2,1,2,1,7,5,5,4,3,2
6,5,4,4,7,1,1,4,1,1,1,4,3,7,7,7,4,4,4
7,4,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
8,4,3,3,5,1,5,7,4,2,1,4,1,7,5,5,6,5,4
9,5,5,5,6,5,5,6,3,6,5,5,5,6,6,5,4,4,4
10,5,4,4,4,3,2,6,4,3,4,3,4,5,3,3,4,6,6
11,7,7,5,1,4,1,4,4,5,1,4,4,1,6,7,4,4,5
12,6,4,5,5,2,2,6,7,4,5,3,4,7,5,4,4,3,4
13,6,4,6,7,4,6,6,6,6,5,5,6,7,6,6,7,6,7
14,4,5,6,6,5,6,5,6,5,5,6,4,6,5,6,5,6,5
15,5,4,6,5,6,4,7,7,7,3,4,2,7,6,5,5,2,5
16,4,3,4,7,3,3,5,4,3,1,4,3,4,3,3,4,4,5
17,7,6,6,5,5,6,6,6,5,2,3,5,5,7,7,2,6,5
18,4,5,4,4,3,4,7,5,2,4,3,2,4,4,4,4,4,4
19,4,3,5,3,2,3,5,4,5,4,4,4,6,4,5,4,2,2
20,2,1,3,4,1,1,5,1,7,1,1,1,7,7,1,7,7,1
21,4,7,7,1,7,7,7,7,4,1,1,1,5,5,3,6,6,4
22,4,3,3,6,6,6,4,3,2,3,5,4,5,4,5,3,5,4
23,5,5,3,4,4,3,5,4,4,4,4,4,6,5,5,4,4,4
24,1,4,2,4,4,3,6,6,6,7,7,7,5,5,5,4,4,4
25,5,5,3,5,3,2,6,4,5,7,7,7,6,4,5,4,2,3
26,7,5,4,2,2,2,5,4,4,2,2,2,5,5,4,4,4,4
27,7,6,4,2,3,2,5,5,5,6,5,3,5,5,4,5,5,5
28,6,4,4,4,4,3,4,1,3,4,4,3,5,5,4,4,4,4
29,3,3,3,2,3,2,4,3,3,2,3,2,5,4,2,3,3,1
30,4,2,4,6,5,3,6,5,2,7,4,4,7,4,4,7,7,4
31,6,5,6,4,5,3,4,4,5,5,4,2,7,6,5,7,4,4
32,7,7,4,7,6,5,3,3,3,6,6,5,6,6,6,6,6,4
33,1,3,3,3,4,1,7,2,1,1,4,1,3,5,4,1,1,1
34,7,7,1,4,4,3,7,5,4,2,2,2,7,5,6,4,3,2
35,2,5,2,5,3,3,4,3,2,2,3,2,6,5,4,4,3,2
36,7,6,7,5,4,5,6,5,6,5,5,5,7,5,5,7,7,7
37,6,7,6,6,2,1,6,5,7,2,2,2,6,4,5,6,6,7
38,3,3,3,1,3,1,6,4,3,7,4,1,7,4,5,1,1,1
39,3,2,1,1,4,1,4,4,4,7,1,1,5,5,1,4,4,4
40,2,5,5,3,4,4,7,6,7,3,4,4,7,6,6,4,4,4
41,3,5,4,4,3,4,4,3,4,5,5,5,2,6,7,4,4,4
42,2,2,3,4,4,3,2,3,2,4,4,3,3,3,3,3,4,3
43,5,4,4,4,4,3,4,4,4,4,4,3,7,1,7,4,4,7
44,4,4,4,5,4,3,4,4,4,3,4,5,4,2,6,1,1,2
45,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
46,4,4,3,5,4,4,6,5,5,4,5,5,6,6,6,5,5,4
47,7,4,4,6,4,6,6,5,6,1,4,5,7,7,7,7,4,5
48,4,4,4,4,4,3,4,4,4,4,4,4,7,7,7,4,4,4
49,2,5,4,5,4,4,1,5,6,2,4,5,6,6,5,4,4,7
50,2,5,1,3,4,3,3,3,2,7,1,1,5,5,5,1,1,2
51,4,3,2,4,4,5,6,2,1,5,3,2,6,6,5,5,5,4
52,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
53,1,4,4,1,1,1,6,2,1,1,1,1,7,4,3,4,4,1
54,2,3,1,5,3,2,4,3,1,6,4,4,5,4,5,3,1,1
55,1,4,2,4,4,6,6,1,1,4,4,6,4,4,6,4,4,3
56,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
57,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
58,5,6,5,4,4,3,6,5,5,4,4,4,5,5,4,4,4,4
59,6,5,5,6,4,3,5,5,5,3,5,2,7,5,5,7,5,6
60,6,4,6,4,4,3,5,4,1,4,4,3,5,5,4,4,4,4
61,4,4,4,5,5,5,6,5,7,4,4,4,7,6,5,5,5,5
62,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2
63,6,4,5,5,4,5,6,5,4,6,6,6,3,5,3,2,3,6
64,4,2,3,4,4,2,4,2,2,4,2,2,4,2,2,4,4,2
65,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
66,5,4,6,3,2,2,3,5,7,4,5,1,5,3,5,5,5,2
67,7,4,2,6,2,1,6,3,2,7,6,4,4,6,6,5,2,1
68,5,6,5,3,3,1,5,3,4,5,4,2,6,6,6,5,3,2
70,7,7,1,5,2,5,4,3,4,4,2,1,5,5,5,1,3,1
71,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
72,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
73,1,7,4,1,5,1,7,6,6,7,4,5,7,1,6,7,1,1
74,7,5,6,6,5,2,7,6,4,6,5,3,3,5,4,7,5,5
75,2,2,1,4,4,3,5,5,2,4,1,1,5,2,2,4,4,1
76,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
77,7,4,4,7,7,3,7,7,2,4,4,3,7,1,3,1,4,1
78,2,4,1,4,4,4,6,2,2,2,4,4,4,4,4,4,3,1
79,5,5,2,2,4,3,2,5,5,4,5,5,5,4,5,5,4,5
80,4,5,5,7,4,3,1,3,2,6,4,3,7,4,7,4,4,4
81,6,1,6,4,4,1,1,1,1,4,1,1,7,6,6,1,7,1
82,1,5,1,7,3,4,1,5,1,7,7,1,1,5,5,1,4,1
83,5,4,4,4,4,3,3,3,3,4,3,3,5,3,3,4,4,4
84,2,4,1,5,3,2,5,5,3,4,3,4,6,5,4,4,4,4
85,5,4,4,5,5,1,5,4,4,4,4,3,5,5,4,4,3,3
86,5,4,4,7,4,4,7,6,4,4,4,3,4,4,1,7,7,7
87,4,3,5,6,5,2,3,3,3,5,4,5,5,4,3,3,3,6
88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
89,6,2,4,6,2,2,5,3,5,6,2,4,6,6,5,6,3,6
90,7,5,3,4,2,2,2,2,4,6,2,2,7,5,5,3,2,3
91,5,4,3,4,4,5,4,4,3,5,4,2,3,4,1,4,4,1
92,4,3,2,1,2,4,5,5,5,4,2,4,5,4,3,2,4,2
93,6,6,3,7,7,5,6,6,4,4,3,3,6,6,4,4,4,4
94,6,4,5,4,3,3,7,4,2,4,4,4,5,6,5,4,3,4
96,4,5,6,2,6,4,5,4,5,4,4,4,3,5,4,2,5,4
97,5,4,4,4,4,3,5,6,6,4,4,3,7,5,5,4,4,4
98,7,7,6,1,1,4,1,7,6,6,3,5,1,4,2,1,6,4
99,3,3,3,2,3,2,4,3,3,4,2,1,3,2,3,4,3,1
100,4,6,5,2,6,4,4,2,3,5,3,3,3,4,3,3,5,3
101,5,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4
102,4,3,2,1,4,4,5,3,5,4,2,2,5,4,2,4,4,5
103,6,5,5,4,3,3,5,5,2,4,4,2,3,4,2,5,6,3
104,3,2,1,6,3,2,5,5,5,3,2,2,7,4,1,3,3,2
105,7,4,4,7,4,4,6,3,5,4,3,4,7,6,6,7,4,4
106,7,2,4,3,5,4,4,4,4,4,4,4,4,3,6,5,3,4
107,5,5,3,7,1,2,2,3,1,2,4,2,3,4,2,4,3,4
108,6,4,5,4,4,4,6,5,3,5,3,2,5,5,4,7,7,1
109,4,4,4,6,4,4,4,3,4,5,5,4,6,5,4,4,4,5
110,5,4,4,3,4,5,6,4,5,5,5,5,6,6,2,4,3,5
111,2,3,3,6,5,4,6,5,4,3,3,3,2,5,4,3,4,4
112,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
113,6,1,1,1,6,2,6,3,2,3,6,2,6,6,5,2,5,6
114,6,5,6,6,2,6,5,5,5,2,2,2,5,5,5,6,2,1
115,3,4,4,5,5,4,5,4,3,2,2,2,2,2,3,4,4,4
116,1,6,4,6,4,4,6,4,5,2,3,3,6,5,4,4,4,5
117,5,4,5,4,5,4,3,5,4,3,5,3,5,3,5,4,3,5
118,3,6,3,7,6,2,6,4,4,3,6,1,3,5,5,6,4,1
119,6,6,4,4,4,4,6,6,4,4,4,3,5,5,4,2,4,2
120,5,2,6,7,2,1,5,3,1,4,3,1,6,3,5,1,1,1
121,7,5,4,4,4,3,7,5,5,4,4,3,7,6,6,4,4,4
122,7,3,1,5,5,5,7,6,6,4,5,5,3,5,6,7,6,6
123,7,2,3,1,4,1,7,2,5,4,4,3,3,2,5,4,4,4
124,5,5,2,5,2,2,6,3,7,4,6,3,7,5,3,4,4,3
125,4,4,3,4,3,3,5,3,3,6,4,3,2,5,5,4,4,3
126,5,4,5,1,3,2,2,2,1,3,3,2,1,1,1,4,3,3
127,2,3,3,2,4,4,4,3,4,2,4,2,5,4,4,4,4,4
128,6,4,5,7,2,1,6,6,5,5,2,1,5,5,4,4,5,5
129,6,6,1,2,5,6,7,3,2,5,3,4,7,2,7,7,1,6
130,5,5,6,4,4,5,5,6,4,4,3,4,5,4,5,5,6,5
131,6,5,4,4,4,3,1,4,4,1,2,3,4,4,4,4,4,4
132,4,3,6,5,3,3,5,4,3,2,3,3,3,3,3,4,4,4
133,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4
134,4,5,5,2,2,2,2,2,2,2,2,2,5,5,5,2,2,2
135,4,4,5,4,4,3,6,4,2,4,3,2,6,4,5,4,4,4
136,7,4,1,3,3,4,6,5,4,2,2,1,7,5,3,6,2,2
137,2,6,2,6,3,1,5,4,5,4,2,1,2,3,4,4,4,3
138,4,1,2,2,1,2,4,2,2,4,2,1,5,2,5,5,2,1
139,6,4,1,6,4,4,6,1,2,5,4,1,4,4,4,4,4,2
140,7,4,1,7,2,5,7,3,3,5,4,4,6,4,5,1,1,1
141,5,4,5,6,4,4,6,4,5,1,4,3,3,7,4,4,4,5
142,5,2,1,2,3,3,6,6,5,7,5,3,7,7,2,6,5,4
143,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1
144,4,4,1,3,3,3,6,5,4,2,3,4,4,4,4,5,5,3
145,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
146,5,4,5,7,6,7,7,6,4,1,6,1,3,4,5,5,7,6
147,7,7,5,6,4,4,4,4,2,6,4,3,7,7,4,5,4,3
148,4,2,2,2,2,2,5,2,2,6,2,1,2,3,3,4,2,2
149,6,4,2,3,4,3,7,3,6,4,5,5,6,6,1,4,4,1
150,6,5,2,2,4,1,7,5,6,3,5,6,7,5,6,4,5,4
151,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
152,3,4,6,6,5,2,2,7,1,2,4,1,6,6,2,4,4,4
153,6,4,5,5,4,4,7,5,6,2,3,4,6,5,4,6,5,6
154,4,5,3,1,1,3,2,3,2,5,4,4,5,3,3,3,3,1
155,3,2,3,5,7,1,1,3,3,4,4,3,5,1,2,1,4,1
156,2,2,1,3,1,1,5,2,6,6,5,5,3,4,1,6,6,7
157,4,3,4,1,1,1,2,1,1,6,1,1,7,1,1,4,3,1
158,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
159,4,1,1,7,1,1,4,1,1,1,2,1,1,1,1,1,1,1
160,5,2,3,6,3,3,4,5,4,4,3,5,5,3,5,4,3,5
161,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4
164,3,4,1,7,1,1,6,4,5,4,3,1,6,5,3,1,4,1
165,7,2,1,1,4,4,4,4,4,2,3,3,4,4,4,7,3,6
